,tweet_text,emotion_in_tweet_is_directed_at,is_there_an_emotion_directed_at_a_brand_or_product,brand,tweet_clean,target
7387,#SXSW: Apple doing 'i' business at key music event {link} (via @mention,,No emotion toward brand or product,,SXSW Apple doing i business at key music event link via,0.0
7388,Random Apple Fan just bought lunch for everyone in line at #SXSW Popup Apple Store #ipad2,,No emotion toward brand or product,,Random Apple Fan just bought lunch for everyone in line at SXSW Popup Apple Store ipad2,0.0
7389,Random Apple Fan just bought lunch for everyone in line at #SXSW Popup Apple Store #ipad2 #randomactofkindness  {link},,No emotion toward brand or product,,Random Apple Fan just bought lunch for everyone in line at SXSW Popup Apple Store ipad2 randomactofkindness link,0.0
7390,I hope Apple had enough foresight to overstock the Austin stores with iPad 2's tomorrow #SXSW,,No emotion toward brand or product,,I hope Apple had enough foresight to overstock the Austin stores with iPad 2 s tomorrow SXSW,0.0
7391,"#tech #Apple heads to #SXSW, sets up temporary store in Austin {link} #technology",,No emotion toward brand or product,,tech Apple heads to SXSW sets up temporary store in Austin link technology,0.0
7392,"#tech #Apple heads to #SXSW, sets up temporary store in Austin: Apple is going to be at SXSW this year,... {link} #technology",,No emotion toward brand or product,,tech Apple heads to SXSW sets up temporary store in Austin Apple is going to be at SXSW this year link technology,0.0
7393,"while #apple is preparing to release #ipad2 in #japan nuclear power plant heats up 1,000 ties as usual - #sxsw heats up for first party nite",,No emotion toward brand or product,,while apple is preparing to release ipad2 in japan nuclear power plant heats up 1 000 ties as usual sxsw heats up for first party nite,0.0
7394,"Damn!  Apple knows how to do it like no other:  Before It Even Begins, Apple WinsÃ¥ÃSXSW {link} via @mention #SXSW",Apple,Positive emotion,Apple,Damn Apple knows how to do it like no other Before It Even Begins Apple Wins SXSW link via SXSW,2.0
7395,#tech #Apple Opening Pop-Up Store In Austin For #SXSW {link} #technology,,No emotion toward brand or product,,tech Apple Opening Pop Up Store In Austin For SXSW link technology,0.0
7396,#tech #Apple Opening Pop-Up Store in Austin for #SXSW Geekfest [Apple] {link} #technology,,No emotion toward brand or product,,tech Apple Opening Pop Up Store in Austin for SXSW Geekfest Apple link technology,0.0
7397,"#tech #Apple Opening Pop-Up Store in Austin for #SXSW Geekfest [Apple]: Our #Brian_Lam, and the thousands... {link} #technology",,No emotion toward brand or product,,tech Apple Opening Pop Up Store in Austin for SXSW Geekfest Apple Our Brian Lam and the thousands link technology,0.0
7398,#tech #Apple Opening Pop-Up Store In Austin For #SXSW: Apple is setting up a pop-up store at West Sixth... {link} #technology,,No emotion toward brand or product,,tech Apple Opening Pop Up Store In Austin For SXSW Apple is setting up a pop up store at West Sixth link technology,0.0
7399,Smart. Apple opening pop-up in Austin for #SXSW {link}  Hope they stock up on extra battery chargers.  thx @mention,Apple,Positive emotion,Apple,Smart Apple opening pop up in Austin for SXSW link Hope they stock up on extra battery chargers thx,2.0
7400,smart! Apple opens a pop-up store in Austin so people in for #SXSW can get new iPads. bit.ly/i41H53 (via @mention @mention,Apple,Positive emotion,Apple,smart Apple opens a pop up store in Austin so people in for SXSW can get new iPads bit ly i41H53 via,2.0
7401,"About #Apple pop up store in #Austin for #sxsw.  When you can get peeps to line up at a store before it is finished, you have Brand Power.",Apple,Positive emotion,Apple,About Apple pop up store in Austin for sxsw When you can get peeps to line up at a store before it is finished you have Brand Power,2.0
7402,At the Apple pop up store on congress. iPad 2s everywhere. #sxsw #mosaicxm,,No emotion toward brand or product,,At the Apple pop up store on congress iPad 2s everywhere sxsw mosaicxm,0.0
7403,#SXSW -Apple Pop-Up Store being set up right now on 6th St.  My fellow truck driver is delivering the furniture NOW.,,No emotion toward brand or product,,SXSW Apple Pop Up Store being set up right now on 6th St My fellow truck driver is delivering the furniture NOW,0.0
7404,At the Apple Pop-Up Store in Austin #iPad2 #SXSW,,No emotion toward brand or product,,At the Apple Pop Up Store in Austin iPad2 SXSW,0.0
7405,Ooooo #Apple rumored to be opening a temporary store at #SXSW {link},Apple,Positive emotion,Apple,Ooooo Apple rumored to be opening a temporary store at SXSW link,2.0
7406,"#tech #Apple saves #SXSW, set to open pop-up store {link} #technology",,No emotion toward brand or product,,tech Apple saves SXSW set to open pop up store link technology,0.0
7407,"#tech #Apple saves #SXSW, set to open pop-up store: Despite having two other Austin, Texas, locations,... {link} #technology",Apple,Positive emotion,Apple,tech Apple saves SXSW set to open pop up store Despite having two other Austin Texas locations link technology,2.0
7408,"Smart! Apple sets up 5,000-square-foot temporary store at #SXSW to sell new iPads, test potential traffic {link} $AAPL",Apple,Positive emotion,Apple,Smart Apple sets up 5 000 square foot temporary store at SXSW to sell new iPads test potential traffic link AAPL,2.0
7409,#SXSW #apple store just sold their last #ipad,,No emotion toward brand or product,,SXSW apple store just sold their last ipad,0.0
7410,At the Apple Store downtown. Apple should really keep this store open permanently. Convience and location. #sxsw,Apple,Positive emotion,Apple,At the Apple Store downtown Apple should really keep this store open permanently Convience and location sxsw,2.0
7411,"At the Apple store that they literally built in just for the #SXSW conference!  @mention Apple Store, SXSW {link} #photo",Apple,Positive emotion,Apple,At the Apple store that they literally built in just for the SXSW conference Apple Store SXSW link photo,2.0
7412,At the apple store with @mention he's buying an iPad...I guess this is what geeks do when they're drunk hahaha #sxsw,,Positive emotion,,At the apple store with he s buying an iPad I guess this is what geeks do when they re drunk hahaha sxsw,2.0
7413,Pop up apple store in Austin @mention the #sxsw - LIVE at {link},,No emotion toward brand or product,,Pop up apple store in Austin the sxsw LIVE at link,0.0
7414,Pop-up Apple Store crew has been giving out water to the people wearing street clothes. No Apple logos until just a few minutes ago.  #SXSW,,No emotion toward brand or product,,Pop up Apple Store crew has been giving out water to the people wearing street clothes No Apple logos until just a few minutes ago SXSW,0.0
7415,"Pop-up Apple Store for #SXSW. (@mention Apple Store, SXSW w/ 86 others) [pic]: {link}",,No emotion toward brand or product,,Pop up Apple Store for SXSW Apple Store SXSW w 86 others pic link,0.0
7416,Pop-up Apple store in Austin for 2 weeks during #sxsw - during time iPad2 ships. Great timing! {link},Apple,Positive emotion,Apple,Pop up Apple store in Austin for 2 weeks during sxsw during time iPad2 ships Great timing link,2.0
7417,Pop-up Apple Store seems to be out of pop-up iPad2s. #SXSW,Apple,Negative emotion,Apple,Pop up Apple Store seems to be out of pop up iPad2s SXSW,1.0
7418,Pop-up Apple store still has a line around the block #sxsw,Apple,Positive emotion,Apple,Pop up Apple store still has a line around the block sxsw,2.0
7419,Pop-up Apple Store to sell ipad2 at #SxSW. The line is insane!  {link},,No emotion toward brand or product,,Pop up Apple Store to sell ipad2 at SxSW The line is insane link,0.0
7420,"So the Apple store is a huge success already! Methinks the Live Music Capitol could use one fulltime, eh? #nudgenudge #appleATXdt #SXSW",Apple,Positive emotion,Apple,So the Apple store is a huge success already Methinks the Live Music Capitol could use one fulltime eh nudgenudge appleATXdt SXSW,2.0
7421,"Pop-up Apple store, lengthy line presumably for iPad 2. #sxsw  {link}",,No emotion toward brand or product,,Pop up Apple store lengthy line presumably for iPad 2 sxsw link,0.0
7422,Rumor: Apple to set up temporary Store for ipad2 release near sxsw convention center in downtown Austin {link} #sxsw #ipad2,,No emotion toward brand or product,,Rumor Apple to set up temporary Store for ipad2 release near sxsw convention center in downtown Austin link sxsw ipad2,0.0
7423,Mingly Apple TV a Day Giveaway! Register to win at #SXSW #Winning {link},,No emotion toward brand or product,,Mingly Apple TV a Day Giveaway Register to win at SXSW Winning link,0.0
7424,"Sweet, Apple's opening a pop-up shop in the Scarbrough Building on Congress for the iPad 2 - {link} /via @mention #sxsw",Apple,Positive emotion,Apple,Sweet Apple s opening a pop up shop in the Scarbrough Building on Congress for the iPad 2 link via sxsw,2.0
7425,"#SXSW #AppleStore  @mention Apple Store, SXSW {link}",,No emotion toward brand or product,,SXSW AppleStore Apple Store SXSW link,0.0
7426,@mention plus Jackie was on the iPhone occasionally at #SXSW  {link} #UsGuys,,No emotion toward brand or product,,plus Jackie was on the iPhone occasionally at SXSW link UsGuys,0.0
7427,"Next up! Poked, Liked &amp; Re-Tweeted: A Google Love Story at SXSW.
{link} #SXSW #sxsw15 #sxswiC",,No emotion toward brand or product,,Next up Poked Liked amp Re Tweeted A Google Love Story at SXSW link SXSW sxsw15 sxswiC,0.0
7428,Does the pop up Apple store in Austin still have iPad2 in stock? #lazyweb #SXSW,,No emotion toward brand or product,,Does the pop up Apple store in Austin still have iPad2 in stock lazyweb SXSW,0.0
7429,An Apple pop-up store at #SXSW?  There goes my impulse control. j.mp/i41H53,Apple,Positive emotion,Apple,An Apple pop up store at SXSW There goes my impulse control j mp i41H53,2.0
7430,"If Apple pops up a store for an event like SXSW, u think AT&amp;T could at least put up an extra friggen tower? #sxsw",,No emotion toward brand or product,,If Apple pops up a store for an event like SXSW u think AT amp T could at least put up an extra friggen tower sxsw,0.0
7431,Apple temporarily opening store in Austin for #sxsw.,,No emotion toward brand or product,,Apple temporarily opening store in Austin for sxsw,0.0
7432,{link} Report: Apple to Open Pop-Up Store at #SXSW,,No emotion toward brand or product,,link Report Apple to Open Pop Up Store at SXSW,0.0
7433,"Google reportedly to unveil new social network called Circles, likely to launch in May {link} #GoogleCircles #GoogleMe #SXSW",,No emotion toward brand or product,,Google reportedly to unveil new social network called Circles likely to launch in May link GoogleCircles GoogleMe SXSW,0.0
7434,"Google's possible release of new social network, #Circles, looks to be endorsed by the ACLU {link} #sxsw #22sxsw",,No emotion toward brand or product,,Google s possible release of new social network Circles looks to be endorsed by the ACLU link sxsw 22sxsw,0.0
7435,New blog post: ipad2 giveaway: {link} #actors #diet #sxsw,iPad,Positive emotion,Apple,New blog post ipad2 giveaway link actors diet sxsw,2.0
7436,Can you spot @mention iPhone? #SXSW {link},,No emotion toward brand or product,,Can you spot iPhone SXSW link,0.0
7437,@mention power struggles in the internet industry boil down to &quot;who is the platform &amp; who is the app?&quot; see Facebook on iPad. #sxsw,,No emotion toward brand or product,,power struggles in the internet industry boil down to quot who is the platform amp who is the app quot see Facebook on iPad sxsw,0.0
7438,Folks at PowerPad gave me free Dual 1850 contraption 2 charge my iPhone. Which was fortuitous as my phone was nearly dead. #SXSW #ignitesxsw,,No emotion toward brand or product,,Folks at PowerPad gave me free Dual 1850 contraption 2 charge my iPhone Which was fortuitous as my phone was nearly dead SXSW ignitesxsw,0.0
7439,Planzai app featuring the official British Music schedule now on android market! {link} #sxsw,Android App,Positive emotion,Google,Planzai app featuring the official British Music schedule now on android market link sxsw,2.0
